,text,flag,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
195, clubamerica tuzos vamosamerica por la victoria somosazulcrema,1,FALSE,0,ClubAmerica,25/07/2017 20:13,FALSE,8.90E+17,8.90E+17,122211977,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rogeliomtz75,1,FALSE,FALSE,NA,NA
196,arranca la liga femenil j1 america vs xolos vamosporellas somosazulcrema futsingenero ,1,FALSE,1,NA,25/07/2017 19:32,FALSE,NA,8.90E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",akyanyme,0,FALSE,FALSE,NA,NA
197,d t leonardo cuellar somosazulcrema ,1,FALSE,0,Azul8Acrema_Fem,25/07/2017 18:06,FALSE,8.90E+17,8.90E+17,8.90E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Azul8Acrema_Fem,0,FALSE,FALSE,NA,NA
198, americafemenil que emocion vamosporellas somosazulcrema futsingenero,1,FALSE,0,AmericaFemenil,25/07/2017 17:04,FALSE,8.90E+17,8.90E+17,8.37E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MayraOliVL,0,FALSE,FALSE,NA,NA
199,4 dias para que arranque nuestra participacion en la liga vamosporellas somosazulcrema ,1,FALSE,95,NA,25/07/2017 17:00,TRUE,NA,8.90E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",AmericaFemenil,17,FALSE,FALSE,NA,NA
200,asi quedo mi jersey sin el home depot somosazulcrema ,1,FALSE,28,NA,25/07/2017 03:09,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rubiooola,4,FALSE,FALSE,NA,NA
201,preventa exclusiva goza de los beneficios exclusivos de la membresiaazulcrema ,1,FALSE,16,NA,25/07/2017 01:35,TRUE,NA,8.90E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",America_FB,1,FALSE,FALSE,NA,NA
202,y tambien a defender nuestra supremacia somosazulcrema clubamerica siempreaguilas ,1,FALSE,1,NA,25/07/2017 00:52,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0806leticia,0,FALSE,FALSE,NA,NA
203,cada dia mas cerca con todo somosazulcrema ,1,FALSE,6,NA,25/07/2017 00:42,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chule_Peralta,0,FALSE,FALSE,NA,NA
204,recibo y dirijo somosazulcrema ,1,FALSE,77,NA,24/07/2017 23:02,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,7,FALSE,FALSE,NA,NA
205, esfuerzo al maximo somosazulcrema ,1,FALSE,82,NA,24/07/2017 22:19,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,11,FALSE,FALSE,NA,NA
206,fuerza resistencia y velocidad somosazulcrema ,1,FALSE,95,NA,24/07/2017 21:40,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,12,FALSE,FALSE,NA,NA
207,no te quedes fuera goza de los beneficios exclusivos de la azulcrema ,1,FALSE,247,NA,24/07/2017 20:00,TRUE,NA,8.90E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,26,FALSE,FALSE,NA,NA
208,esta semana empieza la ligamxfemenil y aqui tendremos la mejor informacion de nuestras americafemenil somosazulcrema ,1,FALSE,0,NA,24/07/2017 18:35,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Azul8Acrema_Fem,0,FALSE,FALSE,NA,NA
209,solo5 dias para jugar nuestro primer partido de la ligamxfemenil xolos vamosporellas somosazulcrema ,1,FALSE,406,NA,24/07/2017 17:30,TRUE,NA,8.90E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",AmericaFemenil,92,FALSE,FALSE,NA,NA
210,adquiere tu azulcrema platinum en zona 100 lateral antes especial bajo lateral ,1,FALSE,191,NA,23/07/2017 22:00,TRUE,NA,8.89E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,32,FALSE,FALSE,NA,NA
211,6 dias para el comienzo de una nueva historia vamosporellas futsingenero somosazulcrema ,1,FALSE,99,NA,23/07/2017 17:00,FALSE,NA,8.89E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",AmericaFemenil,23,FALSE,FALSE,NA,NA
212,acabo el partido de mi clubamerica en el estadioazteca no se gano vamosamerica eternamentedelcrema somosazulcrema ,1,FALSE,0,NA,23/07/2017 00:12,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djdandy18,0,FALSE,FALSE,NA,NA
213,de esta forma concluye el partido a favor del equipo de queretaro vamosamerica somosazulcrema ,1,FALSE,4,NA,22/07/2017 23:57,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Total_Mex,0,FALSE,FALSE,NA,NA
214,en las buenas y en la malas siempre volare a tu lado clubamerica siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 23:56,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chavvitha,0,FALSE,FALSE,NA,NA
215, juanfecid chinga que mala presentacion ya ni llorar es bueno somosazulcrema vamosamerica clubamerica ,1,FALSE,1,juanfecid,22/07/2017 23:56,FALSE,8.89E+17,8.89E+17,349403673,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0806leticia,0,FALSE,FALSE,NA,NA
216,vamos vamoos clubamericaesta tardedebemos de ganar siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 23:47,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chavvitha,0,FALSE,FALSE,NA,NA
217,vamoos vamos clubamericaesta tardedebemos de ganar siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 23:40,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chavvitha,0,FALSE,FALSE,NA,NA
218,ya quedan pocos minutos para concluir el partido vamos guilas somosazulcrema total patrocinador oficial ,1,FALSE,2,NA,22/07/2017 23:39,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Total_Mex,0,FALSE,FALSE,NA,NA
219,vamos vamos clubamericaesta tardedebemos de ganar siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 23:31,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chavvitha,0,FALSE,FALSE,NA,NA
220,vamos vamos clubamericaesta nochedebemos de ganar siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 23:09,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chavvitha,0,FALSE,FALSE,NA,NA
221,iniciamos el segundo tiempo vamosamerica deben abrir el marcador somosazulcrema ap2017,1,FALSE,4,NA,22/07/2017 23:05,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Total_Mex,0,FALSE,FALSE,NA,NA
222,reportando desde el estadio azteca asi mi vista para esta temporada abonoazulcrema vamosamerica ,1,FALSE,0,NA,22/07/2017 23:02,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",quiquerock,0,FALSE,FALSE,NA,NA
223, vamosamerica a minutos de concluir la primera mitad hay que abrir el marcador somosazulcrema total patrocinador oficial ,1,FALSE,2,NA,22/07/2017 22:32,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Total_Mex,0,FALSE,FALSE,NA,NA
224, guilas que les parece el inicio del partido quien ganara hoy ap2017 somosazulcrema vamosamerica,1,FALSE,1,NA,22/07/2017 22:30,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Total_Mex,0,FALSE,FALSE,NA,NA
225,vamos clubamerica juntos demostremos la grandeza siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 22:01,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chavvitha,0,FALSE,FALSE,NA,NA
226, mexicoapertura club america v queretaro soccer siempreguilas somosazulcrema vamosamerica,1,FALSE,0,NA,22/07/2017 21:50,FALSE,NA,8.89E+17,NA,"<a href=""https://bsportsfan.com/"" rel=""nofollow"">Be Sports Fan</a>",bsportsfan_com,0,FALSE,FALSE,NA,NA
227,ya vayan sacando los sabritones xq se viene el ms amado y odiado su padre el poderoso america vamosamerica somosazulcrema,1,FALSE,6,NA,22/07/2017 21:26,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juanfecid,2,FALSE,FALSE,NA,NA
228,mi nina estrenando monos del clubamerica vamosporla13 somosazulcrema ligamx ,1,FALSE,2,NA,22/07/2017 21:21,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VeritoMungarro,0,FALSE,FALSE,NA,NA
229,todo listo dentro de los vestidores esta tarde comienza el vuelo somosazulcrema somosamerica ,1,FALSE,4,NA,22/07/2017 20:58,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bella2117Z,3,FALSE,FALSE,NA,NA
230,mi barrio americanista ya vine x sus camisas para uniformarnos y apoyar a nuestro clubamerica vamosamerica ,1,FALSE,8,NA,22/07/2017 20:28,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juanfecid,1,FALSE,FALSE,NA,NA
231,ahi estaremos para apoyarlas siempre en las buenas como en las malas siempreaguilas somosazulcrema ,1,FALSE,15,NA,22/07/2017 20:05,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuisAntonioGtzA,3,FALSE,FALSE,NA,NA
232, peerlyrdgz que onda hoy juega el mas grande clubamerica somosazulcrema saludos ,1,FALSE,0,PeerlyRdgz,22/07/2017 19:44,FALSE,8.89E+17,8.89E+17,2861911480,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yakuza_Rk,0,FALSE,FALSE,NA,NA
233,cada vez mas cerca nuestro debut en la ligamxfemenil 7 dias vamosporellas futsingenero ,1,FALSE,226,NA,22/07/2017 19:00,TRUE,NA,8.89E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AmericaFemenil,40,FALSE,FALSE,NA,NA
234,estoy segura de eso clubamerica somosazulcrema odiamemas ,1,FALSE,2,NA,22/07/2017 18:28,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mony1117,0,FALSE,FALSE,NA,NA
235,saludos felizfindesemana somosazulcrema ,1,FALSE,4,NA,22/07/2017 17:54,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",male_tomy,0,FALSE,FALSE,NA,NA
236,por fin ver jugar a mis aguilas hoy ganamos clubamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 17:45,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mony1117,0,FALSE,FALSE,NA,NA
237,cuando abres tu maleta del gym y ves esto y quieres llorar y mi firma de temo ya borrada jajaja te extraaba ta ,1,FALSE,7,NA,22/07/2017 17:26,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juanfecid,0,FALSE,FALSE,NA,NA
238,hoy ganamos clubamerica juntos volaremos en camino al siempreguilas vamosamerica somosazulcrema ,1,FALSE,0,NA,22/07/2017 16:11,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Chavvitha,0,FALSE,FALSE,NA,NA
239, odiamemas1916 mas bien que le da sentido al futbol en mexico somosazulcrema clubamerica,1,FALSE,0,OdiameMas1916,22/07/2017 15:58,FALSE,8.89E+17,8.89E+17,633440966,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0806leticia,0,FALSE,FALSE,NA,NA
240,yo te sigo a todas partes a donde vas cada vez te quiero mas hoyganapapa siempreaguilas somosazulcrema ,1,FALSE,2,NA,22/07/2017 07:55,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yakuza_Rk,0,FALSE,FALSE,NA,NA
241,manana ganamos clubamerica juntos volaremos en camino al siempreguilas vamosamerica somosazulcrema ,1,FALSE,1,NA,22/07/2017 04:11,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Chavvitha,1,FALSE,FALSE,NA,NA
242,a descansar que manana juega el amor de mis amores manana juega pap amrica somosazulcrema ,1,FALSE,75,NA,22/07/2017 04:02,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iCF_America,25,FALSE,FALSE,NA,NA
243,siempre me ha cagado su logo total mex a la verga por feo he impuesto america somosazulcrema ,1,FALSE,0,NA,22/07/2017 03:52,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Carnagefnl,0,FALSE,FALSE,NA,NA
244,aprendido el truco mandas ala mierda todo patrocinador somosazulcrema 1916azulcremas aguilas america 1916 ,1,FALSE,67,NA,22/07/2017 03:42,TRUE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Carnagefnl,24,FALSE,FALSE,NA,NA
245,llego mi nuevo plumaje cf america siempreaguilas somosazulcrema loscoloresnoseolvidan ,1,FALSE,0,NA,21/07/2017 23:29,FALSE,NA,8.89E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",MarianelaDelM,0,FALSE,FALSE,NA,NA
246, cerrando la semana al somosazulcrema ,1,FALSE,76,NA,21/07/2017 22:41,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,13,FALSE,FALSE,NA,NA
247,trabajo en equipo somosazulcrema ,1,FALSE,65,NA,21/07/2017 22:27,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,5,FALSE,FALSE,NA,NA
248,poniendo el ejemplo somosazulcrema ,1,FALSE,54,NA,21/07/2017 22:09,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,3,FALSE,FALSE,NA,NA
249,travesano somosazulcrema ,1,FALSE,75,NA,21/07/2017 21:54,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,7,FALSE,FALSE,NA,NA
250,silbatazo de nuestro preparador fisico conduzco y oriento somosazulcrema ,1,FALSE,62,NA,21/07/2017 21:39,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,8,FALSE,FALSE,NA,NA
251,vamos con todo en el ultimo entrenamiento de la semana somosazulcrema ,1,FALSE,91,NA,21/07/2017 21:19,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmericaFemenil,14,FALSE,FALSE,NA,NA
252,retweeted club america clubamerica viernes 28 de julio somosazulcrema ,1,FALSE,0,NA,21/07/2017 21:06,FALSE,NA,8.89E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",mraguilasfelipe,0,FALSE,FALSE,NA,NA
253,viernes 28 de julio somosazulcrema ,1,FALSE,0,NA,21/07/2017 21:02,FALSE,NA,8.89E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",ElAguanteCrema,0,FALSE,FALSE,NA,NA
254,viernes 28 de julio somosazulcrema ,1,FALSE,242,NA,21/07/2017 21:00,FALSE,NA,8.89E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,43,FALSE,FALSE,NA,NA
255, porsiteloperdiste reprueba moises munoz moymu23 insultos sobre osorio lavideonota de miryamtepox ,1,FALSE,2,NA,28/07/2017 19:42,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Deporte_hoy,3,FALSE,FALSE,NA,NA
256,seguimos trabajando duro en pretemporada para llegar al inicio de liga con las mejores sensaciones posibles ,1,FALSE,5,NA,28/07/2017 18:38,TRUE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fernandoan23,1,FALSE,FALSE,NA,NA
257, pablisaguilar nos explica que es el chipa guasu paraguayo en traslasredes siempreguilas ,1,FALSE,1,NA,27/07/2017 01:31,FALSE,NA,8.90E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",VamosAmericaMex,0,FALSE,FALSE,NA,NA
258, pablisaguilar nos explica que es el chipa guasu paraguayo en traslasredes siempreguilas ,1,FALSE,471,NA,27/07/2017 01:00,FALSE,NA,8.90E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,81,FALSE,FALSE,NA,NA
259, porsiteloperdiste nuestro refuerzo carlos vargas en traslasredes siempreguilas ,1,FALSE,241,NA,23/07/2017 23:00,FALSE,NA,8.89E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,39,FALSE,FALSE,NA,NA
260, sub20 movilidad movilidad a un toque guilasdesdelacuna ,1,FALSE,14,NA,28/07/2017 19:27,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,0,FALSE,FALSE,NA,NA
261, sub20 intensidad previo a la fecha 2 guilasdesdelacuna ,1,FALSE,8,NA,28/07/2017 19:24,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,0,FALSE,FALSE,NA,NA
262, sub20 ligero trote para comenzar guilasdesdelacuna ,1,FALSE,32,NA,28/07/2017 15:17,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,6,FALSE,FALSE,NA,NA
263,los ninos azulcremas aprenden jugando en el soccer camp coapa guilasdesdelacuna ,1,FALSE,0,NA,28/07/2017 00:04,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",VamosAmericaMex,0,FALSE,FALSE,NA,NA
264,los ninos azulcremas aprenden jugando en el soccer camp coapa guilasdesdelacuna ,1,FALSE,213,NA,27/07/2017 23:43,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ClubAmerica,27,FALSE,FALSE,NA,NA
265, sub20 rumbo al duelo tuzos guilasdesdelacuna ,1,FALSE,30,NA,27/07/2017 22:28,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",America_FB,2,FALSE,FALSE,NA,NA
266, sub15 checa las mejores postales del dia guilasdesdelacuna ,1,FALSE,15,NA,27/07/2017 21:53,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",America_FB,0,FALSE,FALSE,NA,NA
267, sub15 nos preparamos para el clasico pumasfb guilasdesdelacuna ,1,FALSE,18,NA,27/07/2017 18:22,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,2,FALSE,FALSE,NA,NA
268, ligapremier pretemporada en el bosque de tlalpan guilasdesdelacuna ,1,FALSE,24,NA,26/07/2017 18:58,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",America_FB,5,FALSE,FALSE,NA,NA
269,afinando punteria guilasdesdelacuna ,1,FALSE,23,NA,25/07/2017 18:47,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,2,FALSE,FALSE,NA,NA
270, sub15 practica matutina guilasdesdelacuna ,1,FALSE,22,NA,25/07/2017 18:30,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,1,FALSE,FALSE,NA,NA
271, guilastricolor diegolainez10 y haret oscar convocados a miseleccionmx nota ,1,FALSE,559,NA,24/07/2017 23:50,TRUE,NA,8.90E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",America_FB,76,FALSE,FALSE,NA,NA
272, sub15 buen inicio de torneo guilasdesdelacuna ,1,FALSE,30,NA,24/07/2017 20:30,FALSE,NA,8.90E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",America_FB,3,FALSE,FALSE,NA,NA
273, sub20 metidos preparando el partido de la j2 tuzos guilasdesdelacuna ,1,FALSE,30,NA,24/07/2017 17:27,FALSE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,3,FALSE,FALSE,NA,NA
274, sub15 despues de la victoria sobre veracruz iniciamos preparacion para el clasico pumasfb ,1,FALSE,23,NA,24/07/2017 17:09,TRUE,NA,8.90E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,3,FALSE,FALSE,NA,NA
275,la liga empieza hoy en punto de las 5pm en el azteca animo felizsabado sabadodeganarseguidores guilasdesdelacuna,1,FALSE,0,NA,22/07/2017 19:19,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Zaarate11,0,FALSE,FALSE,NA,NA
276,rt america fb sub17 llegamos a irlanda el lunes 1er partido de la milkcup guilasdesdelacuna ,1,FALSE,0,NA,22/07/2017 04:15,FALSE,NA,8.89E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",LalinAngelM,0,FALSE,FALSE,NA,NA
277, sub17 llegamos a irlanda el lunes 1er partido de la milkcup guilasdesdelacuna ,1,FALSE,360,NA,22/07/2017 00:57,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,59,FALSE,FALSE,NA,NA
278, sub17 en camino guilasdesdelacuna ,1,FALSE,36,NA,21/07/2017 19:02,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,5,FALSE,FALSE,NA,NA
279, sub20 trabajo tecnico guilasdesdelacuna ,1,FALSE,28,NA,21/07/2017 18:58,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,2,FALSE,FALSE,NA,NA
280, sub20 ltima charla previo al debut guilasdesdelacuna ,1,FALSE,27,NA,21/07/2017 15:42,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,5,FALSE,FALSE,NA,NA
281,el nuevoplumaje ya viene en camino clubamerica guilasdesdelacuna,1,FALSE,1,NA,21/07/2017 05:07,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kr10s_90,0,FALSE,FALSE,NA,NA
282,retweeted america f basicas america fb sub17 nos vamos europa nos espera guilasdesdelacuna ,1,FALSE,0,NA,21/07/2017 02:44,FALSE,NA,8.88E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",mraguilasfelipe,0,FALSE,FALSE,NA,NA
283, sub17 nos vamos europa nos espera guilasdesdelacuna ,1,FALSE,395,NA,21/07/2017 02:42,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,57,FALSE,FALSE,NA,NA
284, sub17 ultima sesion en coapa antes de viajar a europa para disputar la milk cup ,1,FALSE,22,NA,20/07/2017 22:42,TRUE,NA,8.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",America_FB,4,FALSE,FALSE,NA,NA
285, sub15 penultimo dia de trabajo previo al partido clubtiburonesfb ,1,FALSE,19,NA,20/07/2017 21:31,TRUE,NA,8.88E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",America_FB,5,FALSE,FALSE,NA,NA
286, sub15 cerramos con todo la practica de hoy guilasdesdelacuna ,1,FALSE,23,NA,20/07/2017 16:48,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,3,FALSE,FALSE,NA,NA
287, sub17 la ultima y nos vamos guilasdesdelacuna ,1,FALSE,19,NA,20/07/2017 16:36,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,2,FALSE,FALSE,NA,NA
288, sub15 alistando las armas para el sabado guilasdesdelacuna ,1,FALSE,24,NA,20/07/2017 16:05,FALSE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",America_FB,5,FALSE,FALSE,NA,NA
289,retweeted club america clubamerica los profesores de america fb entraron al curlingchallenge ,1,FALSE,0,NA,26/07/2017 04:33,FALSE,NA,8.90E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",mraguilasfelipe,0,FALSE,FALSE,NA,NA
290, los profesores de america fb entraron al curlingchallenge descubre al equipo ganador siempreguilas ,1,FALSE,0,NA,26/07/2017 03:03,FALSE,NA,8.90E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",VamosAmericaMex,0,FALSE,FALSE,NA,NA
291, los profesores de america fb entraron al curlingchallenge descubre al equipo ganador siempreguilas ,1,FALSE,294,NA,26/07/2017 02:03,FALSE,NA,8.90E+17,NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",ClubAmerica,35,FALSE,FALSE,NA,NA
